amount_players;round_result;MO;bank;timee;wkday;coeff
23.0;281.52;1.864;311.28;1716593454.41;6;1.21
20.0;86.52;1.864;90.19;1716593469.79;6;1.05
17.0;-51.14;1.864;63.15;1716593505.35;6;3.0
16.0;41.49;1.864;41.49;1716593519.18;6;1.03
22.0;152.01;1.864;152.01;1716593534.56;6;1.03
19.0;70.07;1.864;73.25;1716593549.43;6;1.04
20.0;-44.89;1.864;155.56;1716593573.46;6;2.13
25.0;-122.6;1.864;99.39;1716593630.53;6;3.0
24.0;-4.68;1.864;56.1;1716593655.13;6;2.18
22.0;516.6;1.864;517.28;1716593669.5;6;1.03
23.0;173.31;1.864;195.72;1716593685.96;6;1.15
22.0;97.05;1.864;97.05;1716593699.85;6;1.0
24.0;85.3;1.864;104.97;1716593719.33;6;1.43
22.0;42.75;1.864;42.75;1716593734.2;6;1.0
18.0;63.84;1.863;76.89;1716593751.08;6;1.2
24.0;-27.98;1.863;62.39;1716593779.77;6;2.98
21.0;-34.47;1.864;38.39;1716593829.71;6;3.0
24.0;-1.13;1.864;119.15;1716593854.35;6;2.26
23.0;482.78;1.864;496.85;1716593869.77;6;1.08
18.0;82.51;1.864;82.51;1716593885.63;6;1.05
22.0;232.16;1.864;232.16;1716593900.0;6;1.0
18.0;16.0;1.863;30.6;1716593917.93;6;1.25
16.0;39.84;1.863;39.84;1716593932.25;6;1.04
25.0;56.45;1.863;147.68;1716593992.69;6;3.0
22.0;-1.39;1.863;62.2;1716594020.33;6;2.86
22.0;375.74;1.864;423.62;1716594040.33;6;1.5
16.0;98.27;1.863;292.87;1716594058.4;6;1.29
16.0;287.85;1.863;295.56;1716594074.26;6;1.13
25.0;-88.25;1.863;85.81;1716594114.35;6;3.0
16.0;164.24;1.863;165.9;1716594131.2;6;1.18
17.0;22.29;1.863;22.29;1716594146.56;6;1.05
19.0;-48.93;1.863;53.26;1716594183.29;6;3.0
22.0;-13.74;1.863;44.97;1716594227.54;6;3.0
18.0;72.42;1.864;72.42;1716594242.38;6;1.02
20.0;-426.06;1.863;624.67;1716594269.98;6;2.83
23.0;60.89;1.864;77.1;1716594289.46;6;1.44
23.0;17.44;1.863;34.1;1716594306.93;6;1.24
24.0;-250.1;1.863;106.77;1716594375.49;6;3.0
17.0;-35.24;1.864;127.18;1716594427.46;6;3.0
17.0;43.85;1.864;43.85;1716594441.79;6;1.0
23.0;-101.35;1.864;100.25;1716594483.68;6;3.0
22.0;33.35;1.864;76.72;1716594509.43;6;2.47
20.0;4.3;1.864;44.25;1716594532.45;6;1.96
17.0;-76.76;1.864;376.63;1716594556.64;6;2.14
21.0;-3.51;1.864;154.49;1716594580.71;6;2.18
21.0;-8.62;1.864;57.07;1716594605.3;6;2.29
17.0;41.04;1.864;41.04;1716594620.14;6;1.0
18.0;-14.62;1.864;40.2;1716594644.37;6;2.04
19.0;-58.73;1.864;59.71;1716594672.5;6;3.0
19.0;215.35;1.864;220.38;1716594688.89;6;1.17
17.0;51.54;1.864;51.54;1716594704.24;6;1.03
18.0;-75.92;1.864;66.36;1716594767.88;6;3.0
16.0;16.46;1.864;41.2;1716594791.89;6;2.23
22.0;166.18;1.864;251.46;1716594811.87;6;1.47
22.0;51.33;1.864;51.33;1716594827.25;6;1.09
23.0;-19.4;1.864;96.39;1716594859.98;6;3.0
19.0;76.47;1.864;76.47;1716594873.82;6;1.0
18.0;171.93;1.864;181.51;1716594891.46;6;1.23
22.0;-183.83;1.864;210.49;1716594921.12;6;3.0
23.0;139.2;1.864;242.95;1716594943.68;6;1.8
17.0;5.31;1.864;35.65;1716594965.67;6;1.81
20.0;-25.94;1.864;55.53;1716594992.75;6;2.79
18.0;-2.22;1.864;22.95;1716595019.88;6;2.83
19.0;84.47;1.864;84.47;1716595035.25;6;1.01
20.0;61.28;1.864;72.18;1716595051.14;6;1.08
23.0;79.64;1.864;121.61;1716595078.28;6;2.67
17.0;36.34;1.864;37.38;1716595093.62;6;1.06
23.0;60.58;1.864;82.53;1716595110.19;6;1.18
20.0;357.33;1.864;391.11;1716595131.17;6;1.63
16.0;35.15;1.864;249.97;1716595155.7;6;2.15
18.0;66.82;1.864;66.82;1716595170.54;6;1.03
22.0;66.22;1.864;74.03;1716595189.68;6;1.47
21.0;67.81;1.864;70.89;1716595204.57;6;1.06
16.0;24.21;1.864;51.13;1716595225.51;6;1.66
23.0;175.86;1.864;175.86;1716595240.41;6;1.02
20.0;-48.47;1.864;88.74;1716595269.76;6;3.0
17.0;102.8;1.864;156.05;1716595290.7;6;1.68
25.0;661.85;1.864;662.82;1716595305.63;6;1.05
18.0;177.51;1.864;177.51;1716595319.98;6;1.02
25.0;51.28;1.863;81.6;1716595337.99;6;1.25
19.0;48.06;1.863;48.06;1716595352.34;6;1.04
24.0;211.09;1.863;211.09;1716595367.23;6;1.0
17.0;57.91;1.863;69.86;1716595385.64;6;1.35
20.0;24.56;1.863;224.27;1716595401.54;6;1.12
17.0;-38.45;1.863;119.74;1716595426.28;6;2.3
17.0;84.38;1.863;103.99;1716595444.7;6;1.34
22.0;147.44;1.863;156.3;1716595459.59;6;1.05
21.0;-28.91;1.863;89.1;1716595490.51;6;3.0
18.0;-50.56;1.863;755.77;1716595508.43;6;1.34
19.0;54.23;1.863;66.16;1716595526.35;6;1.31
24.0;-45.5;1.863;67.29;1716595559.98;6;3.0
24.0;-135.14;1.863;296.58;1716595600.39;6;3.0
22.0;251.93;1.863;264.26;1716595615.27;6;1.04
19.0;433.4;1.863;436.14;1716595632.16;6;1.2
19.0;21.9;1.863;56.91;1716595652.15;6;1.53
21.0;-99.13;1.863;100.7;1716595697.46;6;3.0
24.0;-51.49;1.863;57.05;1716595734.82;6;3.0
22.0;27.52;1.863;275.59;1716595762.98;6;3.0
23.0;152.0;1.863;152.0;1716595776.88;6;1.0
19.0;22.4;1.863;102.22;1716595798.58;6;1.71
24.0;37.05;1.863;64.52;1716595818.17;6;1.51
19.0;-171.12;1.863;136.01;1716595857.25;6;3.0
20.0;-99.77;1.863;133.35;1716595885.0;6;3.0
16.0;10.28;1.863;61.91;1716596129.43;6;1.95
23.0;-110.29;1.863;242.28;1716596155.15;6;2.41
21.0;81.9;1.864;81.9;1716596170.08;6;1.01
22.0;-38.74;1.863;82.76;1716596199.88;6;3.0
17.0;299.96;1.864;299.96;1716596213.77;6;1.0
19.0;-376.44;1.863;503.98;1716596238.9;6;2.16
18.0;584.95;1.863;638.85;1716596262.5;6;2.11
26.0;83.71;1.864;95.12;1716596279.03;6;1.18
20.0;53.64;1.863;58.98;1716596294.46;6;1.02
22.0;-152.37;1.863;93.46;1716596333.95;6;3.0
25.0;-137.52;1.863;94.12;1716596377.57;6;3.0
21.0;348.49;1.864;348.49;1716596392.0;6;1.0
22.0;-245.95;1.864;337.16;1716596450.81;6;3.0
25.0;427.35;1.864;458.85;1716596469.83;6;1.49
17.0;46.15;1.864;46.15;1716596485.18;6;1.0
22.0;101.17;1.863;157.31;1716596502.64;6;1.25
21.0;118.16;1.863;118.16;1716596517.0;6;1.01
21.0;-20.69;1.863;69.65;1716596544.15;6;2.59
19.0;160.77;1.863;160.77;1716596559.02;6;1.02
25.0;641.3;1.863;641.3;1716596573.94;6;1.0
22.0;0.46;1.863;101.37;1716596603.68;6;3.0
20.0;121.42;1.863;121.42;1716596618.05;6;1.01
18.0;26.85;1.863;109.91;1716596639.03;6;1.59
21.0;-294.69;1.863;286.3;1716596677.36;6;3.0
20.0;38.78;1.863;47.88;1716596696.86;6;1.45
16.0;14.55;1.863;116.32;1716596719.4;6;1.96
23.0;24.67;1.863;83.66;1716596739.44;6;1.51
23.0;-223.3;1.863;412.89;1716596775.82;6;3.0
23.0;87.03;1.863;87.03;1716596790.24;6;1.0
20.0;35.17;1.863;40.49;1716596805.63;6;1.05
22.0;325.73;1.863;335.62;1716596823.59;6;1.34
25.0;369.29;1.863;386.01;1716596841.09;6;1.27
17.0;-561.24;1.863;220.56;1716596919.09;6;3.0
19.0;32.84;1.863;60.24;1716596942.09;6;1.94
24.0;36.27;1.863;40.82;1716596957.52;6;1.04
17.0;57.39;1.863;57.39;1716596971.85;6;1.0
17.0;55.21;1.863;55.21;1716596987.2;6;1.01
22.0;29.86;1.863;94.03;1716597012.8;6;2.36
20.0;235.37;1.863;301.36;1716597039.41;6;2.72
25.0;-155.43;1.863;97.93;1716597081.33;6;3.0
18.0;7.64;1.863;67.88;1716597102.35;6;1.63
26.0;54.67;1.863;120.6;1716597127.01;6;2.23
25.0;-1.3;1.863;65.42;1716597155.2;6;2.83
21.0;11.87;1.863;82.85;1716597175.71;6;1.54
21.0;287.78;1.863;287.78;1716597192.59;6;1.21
25.0;162.92;1.863;162.92;1716597207.51;6;1.04
21.0;116.11;1.863;339.13;1716597223.42;6;1.13
24.0;90.77;1.863;104.47;1716597239.86;6;1.14
17.0;-34.79;1.863;68.75;1716597271.52;6;3.0
19.0;15.06;1.863;26.98;1716597291.47;6;1.56
21.0;-443.43;1.863;255.66;1716597360.76;6;3.0
20.0;535.23;1.863;543.65;1716597377.68;6;1.26
22.0;317.01;1.863;317.01;1716597392.56;6;1.04
19.0;-33.84;1.863;35.01;1716597428.8;6;3.0
22.0;164.73;1.863;176.8;1716597444.74;6;1.15
16.0;-19.61;1.863;53.44;1716597473.32;6;3.0
25.0;233.28;1.863;263.27;1716597491.31;6;1.3
16.0;-8.68;1.863;36.04;1716597517.88;6;2.59
22.0;91.92;1.863;91.92;1716597531.76;6;1.0
21.0;18.99;1.863;196.09;1716597559.91;6;2.8
18.0;17.47;1.863;65.41;1716597581.91;6;1.88
17.0;93.32;1.863;94.21;1716597596.26;6;1.04
22.0;56.12;1.863;56.68;1716597611.65;6;1.05
19.0;32.36;1.863;93.91;1716597627.55;6;1.14
17.0;191.25;1.863;194.89;1716597643.4;6;1.12
20.0;63.41;1.862;65.37;1716597658.26;6;1.03
22.0;-400.31;1.862;244.16;1716597694.03;6;3.0
25.0;-539.02;1.862;372.26;1716597727.88;6;3.0
17.0;49.52;1.863;97.98;1716597755.47;6;2.92
21.0;3.66;1.863;72.76;1716597779.04;6;2.07
23.0;-221.15;1.863;514.98;1716597806.71;6;2.71
20.0;6.68;1.863;64.21;1716597826.68;6;1.56
20.0;71.77;1.863;90.66;1716597845.65;6;1.46
24.0;46.08;1.863;60.36;1716597862.1;6;1.19
20.0;363.71;1.863;363.71;1716597876.97;6;1.0
22.0;-122.64;1.863;133.3;1716597913.25;6;3.0
19.0;184.98;1.863;184.98;1716597928.11;6;1.03
19.0;-29.94;1.863;44.26;1716597959.8;6;3.0
23.0;56.05;1.863;56.05;1716597974.18;6;1.02
19.0;130.86;1.863;130.86;1716597989.04;6;1.0
16.0;100.49;1.863;103.65;1716598004.89;6;1.06
17.0;-3.82;1.862;50.86;1716598029.92;6;2.43
18.0;148.56;1.863;148.56;1716598045.29;6;1.04
23.0;-54.9;1.862;111.96;1716598075.99;6;3.0
23.0;96.78;1.863;96.78;1716598089.87;6;1.0
21.0;141.66;1.862;141.66;1716598105.27;6;1.02
20.0;167.02;1.862;193.06;1716598127.78;6;1.89
20.0;-24.79;1.862;28.98;1716598174.18;6;3.0
22.0;148.07;1.863;193.96;1716598189.06;6;1.02
22.0;5.32;1.862;54.73;1716598217.2;6;2.8
16.0;37.29;1.863;48.05;1716598233.06;6;1.18
17.0;-34.04;1.862;31.76;1716598281.49;6;3.0
22.0;226.62;1.863;234.73;1716598299.43;6;1.29
16.0;207.05;1.863;207.05;1716598314.29;6;1.03
24.0;509.71;1.862;510.63;1716598329.69;6;1.07
16.0;174.21;1.862;174.21;1716598344.05;6;1.02
17.0;9.07;1.862;38.88;1716598368.56;6;2.11
20.0;-41.3;1.862;72.88;1716598415.98;6;3.0
25.0;418.11;1.862;461.43;1716598432.95;6;1.15
19.0;14.16;1.862;52.17;1716598452.93;6;1.57
22.0;443.1;1.862;443.1;1716598467.81;6;1.07
18.0;-17.02;1.862;44.4;1716598499.45;6;3.0
0.0;0;1.862;0;1716598514.14;6;1.05
0.0;0;1.862;0;1716598524.28;6;1.05
0.0;0;1.862;0;1716598534.42;6;1.05
0.0;0;1.862;0;1716598544.56;6;1.05
0.0;0;1.862;0;1716598554.69;6;1.05
0.0;0;1.862;0;1716598564.84;6;1.05
0.0;0;1.861;0;1716598574.97;6;1.05
0.0;0;1.861;0;1716598585.1;6;1.05
0.0;0;1.861;0;1716598595.24;6;1.05
0.0;0;1.861;0;1716598605.37;6;1.05
0.0;0;1.861;0;1716598615.49;6;1.05
0.0;0;1.861;0;1716598625.65;6;1.05
0.0;0;1.861;0;1716598635.8;6;1.05
0.0;0;1.86;0;1716598645.92;6;1.05
0.0;0;1.86;0;1716598656.08;6;1.05
0.0;0;1.86;0;1716598666.21;6;1.05
0.0;0;1.86;0;1716598676.35;6;1.05
0.0;0;1.86;0;1716598686.5;6;1.05
0.0;0;1.86;0;1716598696.64;6;1.05
0.0;0;1.86;0;1716598706.77;6;1.05
0.0;0;1.859;0;1716598716.91;6;1.05
0.0;0;1.859;0;1716598727.06;6;1.05
0.0;0;1.859;0;1716598737.19;6;1.05
0.0;0;1.859;0;1716598747.32;6;1.05
0.0;0;1.859;0;1716598757.44;6;1.05
0.0;0;1.859;0;1716598767.57;6;1.05
0.0;0;1.859;0;1716598777.72;6;1.05
0.0;0;1.859;0;1716598787.86;6;1.05
0.0;0;1.858;0;1716598797.99;6;1.05
0.0;0;1.858;0;1716598808.12;6;1.05
0.0;0;1.858;0;1716598818.25;6;1.05
24.0;-241.73;1.858;150.64;1716602092.56;6;3.0
16.0;-179.14;1.858;416.82;1716602114.51;6;1.81
21.0;44.17;1.858;62.5;1716602131.93;6;1.25
19.0;59.9;1.858;64.8;1716602149.32;6;1.33
21.0;-483.48;1.858;370.09;1716602189.16;6;3.0
22.0;-15.61;1.858;43.18;1716602217.32;6;2.86
16.0;27.52;1.858;27.52;1716602232.17;6;1.0
24.0;119.23;1.858;119.23;1716602247.59;6;1.03
22.0;-14.82;1.858;52.26;1716602277.25;6;3.0
23.0;127.92;1.858;129.44;1716602292.64;6;1.04
20.0;70.81;1.858;70.81;1716602309.01;6;1.19
20.0;416.97;1.858;416.97;1716602324.38;6;1.04
17.0;93.71;1.858;93.71;1716602338.71;6;1.0
24.0;187.32;1.858;188.02;1716602354.61;6;1.06
16.0;50.66;1.858;57.47;1716602372.48;6;1.31
16.0;-142.12;1.857;86.57;1716602403.14;6;3.0
22.0;-64.77;1.858;94.56;1716602444.46;6;3.0
20.0;-101.1;1.858;275.62;1716602484.67;6;3.0
24.0;112.18;1.858;212.7;1716602508.75;6;2.13
14.0;283.12;1.858;283.12;1716602523.08;6;1.0
18.0;455.72;1.858;455.72;1716602538.42;6;1.04
16.0;52.89;1.858;57.46;1716602555.77;6;1.25
12.0;26.45;1.858;26.45;1716602570.05;6;1.0
17.0;32.28;1.858;192.2;1716602589.47;6;1.43
25.0;118.74;1.857;119.45;1716602604.91;6;1.07
21.0;12.63;1.857;255.52;1716602629.46;6;2.28
20.0;50.91;1.857;57.61;1716602645.91;6;1.18
20.0;12.58;1.857;39.33;1716602668.48;6;1.78
13.0;121.62;1.857;352.78;1716602686.36;6;1.32
18.0;-85.76;1.857;115.08;1716602730.71;6;3.0
15.0;-36.88;1.857;79.42;1716602787.17;6;3.0
17.0;-22.63;1.858;365.8;1716602812.18;6;2.26
24.0;452.67;1.858;461.9;1716602827.58;6;1.04
15.0;-137.33;1.857;87.05;1716602856.67;6;3.0
14.0;46.91;1.858;46.91;1716602870.97;6;1.02
14.0;167.49;1.858;167.49;1716602886.3;6;1.02
17.0;14.56;1.857;47.74;1716602908.78;6;1.85
24.0;64.28;1.857;143.17;1716602928.27;6;1.53
14.0;-82.1;1.857;27.29;1716602990.85;6;3.0
13.0;406.82;1.858;407.61;1716603006.67;6;1.14
17.0;40.23;1.857;58.87;1716603028.67;6;1.85
16.0;384.76;1.857;384.76;1716603042.99;6;1.0
13.0;26.3;1.857;28.34;1716603058.86;6;1.09
18.0;87.58;1.857;87.58;1716603073.77;6;1.0
18.0;223.2;1.857;225.69;1716603091.67;6;1.23
14.0;27.89;1.857;30.41;1716603108.01;6;1.2
16.0;22.81;1.857;25.99;1716603124.37;6;1.14
13.0;-17.65;1.857;28.57;1716603157.99;6;3.0
24.0;110.39;1.857;304.37;1716603184.07;6;2.43
15.0;83.48;1.857;83.48;1716603199.39;6;1.06
14.0;-55.16;1.857;198.63;1716603223.92;6;2.24
21.0;50.86;1.857;51.81;1716603239.8;6;1.09
23.0;95.09;1.857;95.09;1716603255.22;6;1.0
17.0;74.11;1.857;74.11;1716603270.03;6;1.0
23.0;-238.38;1.856;214.29;1716603303.79;6;3.0
21.0;-429.23;1.857;553.68;1716603349.76;6;3.0
17.0;43.77;1.857;43.77;1716603364.59;6;1.04
20.0;142.86;1.857;146.56;1716603382.0;6;1.27
20.0;-51.42;1.857;65.77;1716603436.49;6;3.0
24.0;187.78;1.857;187.78;1716603451.39;6;1.02
23.0;42.14;1.857;108.72;1716603473.43;6;1.81
23.0;276.31;1.857;277.43;1716603488.31;6;1.02
18.0;3.97;1.856;23.43;1716603512.31;6;2.11
22.0;95.26;1.856;95.26;1716603527.18;6;1.03
16.0;55.2;1.856;55.2;1716603542.01;6;1.0
23.0;62.78;1.856;78.86;1716603558.96;6;1.19
19.0;-25.87;1.856;38.32;1716603588.08;6;3.0
19.0;-24.2;1.856;174.34;1716603609.06;6;1.61
12.0;-19.42;1.856;34.97;1716603633.52;6;2.18
12.0;-24.65;1.856;36.41;1716603675.25;6;3.0
24.0;84.26;1.856;84.26;1716603691.16;6;1.09
16.0;62.14;1.856;72.47;1716603710.06;6;1.41
14.0;135.16;1.856;135.16;1716603725.38;6;1.02
25.0;-138.57;1.856;142.94;1716603774.43;6;3.0
16.0;37.7;1.856;44.81;1716603795.36;6;1.64
12.0;4.0;1.856;84.12;1716603815.24;6;1.55
20.0;-406.84;1.856;184.37;1716603855.04;6;3.0
24.0;85.5;1.856;85.5;1716603870.45;6;1.03
13.0;-30.5;1.856;413.97;1716603896.44;6;2.5
17.0;331.07;1.856;331.07;1716603910.77;6;1.0
22.0;64.23;1.856;64.23;1716603926.16;6;1.02
18.0;97.76;1.856;97.76;1716603941.0;6;1.02
15.0;38.84;1.856;40.32;1716603956.35;6;1.04
23.0;-71.21;1.856;93.36;1716603988.03;6;3.0
17.0;-36.71;1.856;43.84;1716604026.26;6;3.0
24.0;-84.63;1.856;85.44;1716604061.01;6;3.0
18.0;-31.44;1.856;172.28;1716604094.19;6;3.0
14.0;83.85;1.857;83.85;1716604109.51;6;1.03
13.0;32.7;1.856;95.35;1716604128.9;6;1.48
14.0;57.59;1.856;59.56;1716604143.21;6;1.03
23.0;-3.6;1.856;93.93;1716604163.71;6;1.6
19.0;174.29;1.856;186.03;1716604185.18;6;1.77
13.0;-101.03;1.856;62.38;1716604234.53;6;3.0
13.0;-223.48;1.856;166.13;1716604263.12;6;3.0
19.0;76.36;1.857;76.96;1716604280.5;6;1.21
13.0;28.77;1.856;28.77;1716604295.31;6;1.02
24.0;365.87;1.856;365.87;1716604310.2;6;1.03
12.0;-9.17;1.856;27.26;1716604335.68;6;2.34
22.0;408.23;1.856;481.99;1716604361.26;6;2.44
13.0;-75.18;1.856;51.13;1716604399.91;6;3.0
19.0;175.51;1.857;177.22;1716604415.27;6;1.04
23.0;53.8;1.856;59.69;1716604433.25;6;1.3
22.0;107.79;1.856;107.79;1716604448.12;6;1.0
24.0;-263.82;1.856;540.9;1716604477.81;6;3.0
20.0;72.52;1.856;75.08;1716604493.73;6;1.08
14.0;-16.88;1.856;76.52;1716604538.49;6;3.0
21.0;27.09;1.856;43.32;1716604557.47;6;1.44
20.0;63.79;1.856;64.72;1716604573.35;6;1.1
19.0;224.59;1.856;490.77;1716604592.29;6;1.42
19.0;10.14;1.856;450.68;1716604609.21;6;1.22
12.0;-104.16;1.856;173.27;1716604645.33;6;3.0
12.0;-59.3;1.856;42.24;1716604681.98;6;3.0
19.0;388.98;1.856;388.98;1716604695.83;6;1.0
15.0;-4.07;1.856;33.84;1716604722.85;6;2.55
17.0;-113.72;1.856;79.71;1716604782.38;6;3.0
21.0;117.11;1.857;234.75;1716604799.37;6;1.23
22.0;66.7;1.856;66.7;1716604813.74;6;1.0
25.0;-125.36;1.856;84.65;1716604853.1;6;3.0
17.0;-87.88;1.856;87.91;1716604889.81;6;3.0
13.0;36.61;1.857;36.61;1716604904.6;6;1.05
22.0;109.21;1.857;114.74;1716604921.02;6;1.19
23.0;89.02;1.856;115.82;1716604938.45;6;1.24
14.0;30.92;1.856;56.71;1716604954.29;6;1.1
18.0;-971.78;1.856;242.0;1716605023.5;6;3.0
18.0;13.45;1.856;33.47;1716605042.93;6;1.49
16.0;34.15;1.856;92.05;1716605060.3;6;1.21
13.0;22.78;1.856;29.04;1716605079.67;6;1.48
19.0;34.1;1.856;39.31;1716605099.16;6;1.48
18.0;71.89;1.856;71.89;1716605113.5;6;1.04
14.0;38.29;1.856;38.29;1716605127.84;6;1.0
21.0;330.26;1.856;338.07;1716605145.25;6;1.2
17.0;16.1;1.856;55.73;1716605167.72;6;1.85
20.0;195.47;1.856;195.47;1716605182.06;6;1.01
22.0;580.46;1.856;580.46;1716605196.93;6;1.0
14.0;64.51;1.855;269.12;1716605214.28;6;1.2
20.0;59.9;1.855;98.16;1716605236.78;6;1.83
23.0;-21.32;1.855;43.29;1716605267.47;6;3.0
20.0;8.55;1.855;52.43;1716605287.45;6;1.54
17.0;47.08;1.855;76.32;1716605306.86;6;1.48
15.0;43.84;1.855;43.84;1716605321.21;6;1.02
22.0;-374.08;1.855;146.69;1716605382.92;6;3.0
25.0;37.87;1.855;243.84;1716605400.93;6;1.35
18.0;28.01;1.855;56.38;1716605424.43;6;2.12
16.0;-116.03;1.855;142.71;1716605467.7;6;3.0
15.0;9.34;1.856;24.52;1716605487.6;6;1.57
24.0;416.46;1.855;423.59;1716605504.55;6;1.25
12.0;25.87;1.855;25.87;1716605519.38;6;1.05
24.0;181.64;1.855;181.64;1716605533.76;6;1.0
15.0;-284.5;1.855;341.19;1716605567.88;6;3.0
17.0;-31.02;1.855;68.03;1716605592.93;6;2.41
20.0;44.08;1.855;94.82;1716605617.04;6;2.01
21.0;-25.25;1.855;37.07;1716605661.94;6;3.0
13.0;80.42;1.856;80.42;1716605676.26;6;1.04
22.0;50.73;1.855;50.73;1716605691.19;6;1.03
13.0;245.28;1.855;245.28;1716605705.99;6;1.0
18.0;149.63;1.855;149.63;1716605720.82;6;1.0
25.0;74.37;1.855;80.16;1716605737.25;6;1.1
16.0;21.53;1.855;57.64;1716605760.75;6;1.99
17.0;12.13;1.855;28.48;1716605779.17;6;1.39
14.0;207.84;1.855;343.44;1716605796.61;6;1.22
23.0;-18.33;1.855;88.54;1716605827.78;6;3.0
12.0;-102.88;1.855;139.15;1716605859.86;6;3.0
13.0;11.06;1.855;146.95;1716605881.28;6;1.63
22.0;62.98;1.855;62.98;1716605896.16;6;1.03
23.0;-58.4;1.855;63.42;1716605955.78;6;3.0
16.0;50.06;1.855;52.77;1716605970.62;6;1.05
22.0;46.71;1.855;82.96;1716605987.06;6;1.2
20.0;-486.72;1.855;339.41;1716606055.79;6;3.0
16.0;156.08;1.855;156.08;1716606070.61;6;1.04
20.0;-71.42;1.855;52.24;1716606110.9;6;3.0
21.0;86.04;1.855;121.77;1716606130.36;6;1.52
20.0;330.12;1.855;337.44;1716606145.85;6;1.05
12.0;10.16;1.855;36.29;1716606171.82;6;2.59
21.0;176.51;1.855;291.64;1716606200.43;6;3.0
19.0;149.96;1.855;193.25;1716606217.83;6;1.28
21.0;289.01;1.855;334.77;1716606238.87;6;1.59
14.0;49.84;1.855;53.84;1716606257.77;6;1.48
20.0;-39.15;1.855;118.58;1716606286.41;6;3.0
18.0;112.39;1.855;112.39;1716606301.37;6;1.01
12.0;-0.74;1.855;35.44;1716606325.33;6;2.13
18.0;54.68;1.855;54.68;1716606340.17;6;1.0
14.0;111.89;1.855;115.01;1716606355.55;6;1.03
20.0;136.69;1.855;142.22;1716606370.92;6;1.07
18.0;50.0;1.855;50.0;1716606385.26;6;1.02
18.0;54.26;1.855;54.26;1716606400.14;6;1.01
17.0;56.43;1.854;56.43;1716606414.97;6;1.02
16.0;51.57;1.854;51.57;1716606429.84;6;1.0
19.0;244.87;1.854;244.87;1716606445.24;6;1.0
22.0;34.58;1.854;73.38;1716606465.23;6;1.53
21.0;30.29;1.854;30.29;1716606480.1;6;1.0
20.0;50.49;1.854;61.72;1716606498.52;6;1.33
16.0;-148.66;1.854;246.49;1716606542.31;6;3.0
19.0;-63.64;1.854;44.52;1716606581.63;6;3.0
14.0;15.46;1.854;25.79;1716606603.6;6;1.87
14.0;-57.66;1.854;126.94;1716606628.07;6;2.28
14.0;-32.96;1.854;21.5;1716606668.28;6;3.0
16.0;42.45;1.854;45.74;1716606684.64;6;1.15
14.0;75.45;1.854;75.45;1716606698.95;6;1.0
12.0;-343.89;1.854;378.87;1716606743.69;6;3.0
15.0;138.31;1.854;152.87;1716606765.11;6;1.79
16.0;52.2;1.854;54.53;1716606784.51;6;1.46
23.0;35.9;1.854;58.73;1716606800.94;6;1.18
18.0;103.56;1.854;103.56;1716606815.78;6;1.0
25.0;63.14;1.854;63.14;1716606831.19;6;1.02
15.0;169.55;1.854;169.55;1716606846.5;6;1.04
23.0;16.67;1.854;65.49;1716606871.09;6;2.26
13.0;27.91;1.854;38.96;1716606888.43;6;1.23
24.0;-114.07;1.854;142.99;1716606923.72;6;3.0
14.0;-1149.29;1.854;331.77;1716606961.96;6;3.0
22.0;67.78;1.854;67.78;1716606976.82;6;1.0
20.0;51.62;1.854;51.62;1716606992.71;6;1.06
22.0;-73.84;1.854;63.18;1716607056.88;6;3.0
21.0;0.4;1.854;129.29;1716607081.95;6;2.35
23.0;-323.49;1.854;407.1;1716607111.64;6;3.0
16.0;67.48;1.854;67.48;1716607125.94;6;1.0
24.0;-150.56;1.854;186.42;1716607154.61;6;2.93
19.0;-17.84;1.854;79.07;1716607178.62;6;2.17
18.0;193.12;1.854;203.25;1716607193.47;6;1.06
12.0;113.73;1.854;207.03;1716607216.91;6;2.06
18.0;37.75;1.854;167.96;1716607238.9;6;1.76
20.0;92.47;1.854;92.47;1716607253.74;6;1.0
18.0;106.42;1.854;106.42;1716607269.59;6;1.07
20.0;-878.04;1.854;260.51;1716607346.96;6;3.0
22.0;65.93;1.854;136.01;1716607364.45;6;1.34
25.0;210.08;1.854;213.32;1716607381.38;6;1.19
13.0;115.04;1.854;115.04;1716607395.67;6;1.0
14.0;29.28;1.854;49.62;1716607418.61;6;1.85
13.0;1.28;1.854;20.05;1716607438.5;6;1.57
22.0;-66.83;1.854;103.47;1716607497.08;6;3.0
22.0;159.5;1.854;159.5;1716607512.48;6;1.04
21.0;381.93;1.854;385.98;1716607527.35;6;1.04
23.0;-48.2;1.854;189.87;1716607575.27;6;3.0
20.0;-26.38;1.854;38.21;1716607612.52;6;3.0
20.0;28.51;1.854;41.25;1716607631.1;6;1.39
19.0;255.53;1.854;257.99;1716607646.97;6;1.07
25.0;-21.48;1.854;104.02;1716607670.57;6;2.15
21.0;125.1;1.854;147.09;1716607687.97;6;1.27
14.0;-60.89;1.854;124.36;1716607713.53;6;2.32
17.0;118.27;1.854;118.27;1716607728.37;6;1.02
17.0;-6.83;1.854;59.64;1716607748.85;6;1.57
15.0;7.72;1.854;21.65;1716607772.33;6;2.08
18.0;-121.75;1.854;307.09;1716607797.9;6;2.41
18.0;497.98;1.854;497.98;1716607812.88;6;1.0
16.0;34.97;1.854;44.3;1716607832.27;6;1.41
23.0;10.17;1.854;72.68;1716607855.32;6;1.95
