amount_of_players;round_result;MO;bank;real_x
23;357.75;1.848;357.75;1.04
25;-42.36;1.848;1067.91;1.8
23;16.08;1.85;125.84;2.38
22;73.41;1.847;73.41;1.0
22;-84.8;1.851;116.4;3.0
22;-119.72;1.855;232.24;3.0
23;41.94;1.858;121.04;2.8
21;251.69;1.861;353.87;2.47
25;-25.62;1.863;78.82;2.53
23;-6807.76;1.867;483.3;3.0
22;69.26;1.864;69.26;1.03
25;8.18;1.865;257.2;2.25
23;64.85;1.863;180.46;1.36
26;-6.74;1.865;57.65;2.5
20;-89.44;1.869;46.27;3.0
25;66.32;1.867;66.32;1.06
24;-109.41;1.87;88.65;3.0
22;73.61;1.868;91.57;1.25
22;-37.93;1.87;89.33;2.37
23;-451.22;1.874;375.99;3.0
23;68.77;1.871;72.41;1.07
25;-111.69;1.874;249.86;2.79
22;-22.06;1.877;53.39;2.88
21;219.22;1.875;229.5;1.21
25;-141.56;1.879;145.44;3.0
23;88.07;1.88;171.19;2.43
23;59.37;1.878;61.05;1.03
21;9.51;1.878;41.87;2.02
22;2.07;1.879;84.95;2.09
21;-98.95;1.882;64.29;3.0
22;236.54;1.881;246.44;1.38
23;158.89;1.878;158.89;1.03
22;56.97;1.876;213.26;1.26
21;59.63;1.875;92.25;1.65
23;32.63;1.875;224.89;1.66
25;40.86;1.873;122.64;1.26
23;-191.51;1.876;110.31;3.0
23;268.28;1.874;421.65;1.06
21;158.94;1.872;206.1;1.1
26;-8.97;1.873;406.53;2.44
23;-2.04;1.876;53.89;2.62
23;176.19;1.874;187.42;1.32
22;7.0;1.874;122.5;1.97
24;71.04;1.875;214.25;2.27
21;28.6;1.873;28.6;1.0
26;301.4;1.871;781.03;1.43
24;-57.22;1.875;61.09;3.0
20;950.5;1.872;950.5;1.0
25;18.51;1.87;357.13;1.27
25;153.47;1.869;165.55;1.29
22;116.79;1.866;127.81;1.14
24;73.53;1.864;73.53;1.0
25;-178.78;1.867;139.71;3.0
22;-47.78;1.871;55.65;3.0
24;105.03;1.868;105.03;1.0
23;34.52;1.867;56.78;1.65
24;217.08;1.866;242.48;1.31
24;90.4;1.865;105.49;1.67
27;108.47;1.863;117.9;1.09
24;-33.42;1.865;65.5;2.56
25;265.29;1.866;446.6;2.13
20;43.99;1.863;43.99;1.0
22;173.59;1.861;175.01;1.03
24;95.54;1.858;95.54;1.0
21;-133.83;1.862;221.8;3.0
24;147.13;1.859;147.13;1.0
23;-40.8;1.862;100.4;3.0
24;-348.19;1.866;456.4;3.0
24;62.36;1.863;279.95;1.09
25;36.29;1.861;54.54;1.13
22;-186.34;1.864;142.64;3.0
23;79.43;1.862;80.22;1.02
24;-94.38;1.865;485.9;3.0
21;53.58;1.863;72.42;1.24
24;-69.53;1.866;78.17;3.0
21;-72.52;1.87;169.04;3.0
23;-61.45;1.873;96.08;3.0
23;-365.3;1.876;130.24;3.0
22;174.57;1.874;214.34;1.3
22;-24.91;1.875;57.55;2.21
21;82.55;1.873;82.55;1.02
22;74.01;1.874;238.59;2.27
25;105.32;1.872;107.0;1.03
23;-10.12;1.874;50.64;2.91
21;72.82;1.874;210.29;1.64
24;-52.34;1.877;55.74;3.0
23;-581.21;1.88;417.08;3.0
21;-79.55;1.883;87.81;3.0
22;271.73;1.88;272.43;1.03
21;-1.38;1.88;188.42;1.63
26;41.67;1.882;757.49;3.0
25;72.12;1.883;91.08;1.92
25;66.57;1.88;68.24;1.04
23;21.5;1.879;63.72;1.34
21;68.72;1.877;76.75;1.23
23;35.63;1.878;85.38;2.29
21;115.36;1.876;115.36;1.01
23;-59.8;1.879;111.0;3.0
21;124.23;1.876;131.58;1.04
21;20.3;1.877;163.81;2.14
24;22.35;1.878;41.79;2.08
23;-102.12;1.88;451.43;3.0
22;-410.65;1.883;273.06;3.0
26;133.07;1.881;151.8;1.09
21;-62.91;1.884;41.74;3.0
23;500.43;1.882;500.43;1.01
19;51.86;1.881;55.04;1.55
23;66.09;1.879;141.01;1.18
22;-218.2;1.882;267.33;2.96
23;-101.27;1.885;173.66;3.0
23;18.49;1.886;66.79;2.2
23;197.7;1.884;197.7;1.0
22;-40.37;1.886;73.39;3.0
21;32.71;1.886;33.77;1.47
21;62.31;1.884;67.49;1.24
21;177.4;1.883;253.78;1.72
19;52.5;1.881;57.76;1.09
23;60.68;1.88;64.86;1.32
24;208.65;1.878;228.96;1.14
22;0.33;1.878;65.84;2.04
21;8.2;1.879;41.51;2.13
25;-214.37;1.882;125.77;3.0
25;84.6;1.88;107.64;1.2
23;143.81;1.879;196.69;1.31
25;-65.38;1.88;148.41;2.39
25;161.55;1.878;161.55;1.04
22;46.62;1.876;48.71;1.07
21;137.45;1.874;324.44;1.21
21;49.5;1.872;49.5;1.0
23;43.18;1.87;70.38;1.21
23;-268.86;1.873;244.23;2.85
25;250.2;1.871;251.03;1.02
22;-23.38;1.869;372.04;1.33
23;38.59;1.87;124.99;1.86
21;362.32;1.869;366.39;1.58
22;28.7;1.868;90.48;1.41
21;26.4;1.867;59.76;1.54
20;234.09;1.865;234.09;1.0
24;82.89;1.868;193.32;3.0
21;61.28;1.866;70.86;1.07
25;-218.3;1.868;84.29;3.0
24;50.39;1.867;55.24;1.42
21;68.83;1.866;75.69;1.07
22;0.4;1.866;70.39;2.06
22;61.52;1.864;69.98;1.07
21;333.6;1.864;368.18;1.79
22;-96.08;1.863;383.34;1.36
22;189.58;1.862;199.38;1.19
23;-2.78;1.863;174.93;2.58
23;66.62;1.861;71.7;1.07
23;-25.82;1.864;41.99;3.0
23;-50.49;1.866;151.61;2.53
23;-149.44;1.866;337.58;2.23
22;-68.89;1.869;119.99;3.0
21;-85.3;1.871;67.01;3.0
22;-20.14;1.874;159.53;3.0
22;77.54;1.872;77.54;1.0
21;439.7;1.872;448.05;1.92
22;-25.62;1.875;74.17;3.0
24;64.91;1.875;130.96;2.03
22;132.55;1.873;133.43;1.01
24;-277.09;1.875;160.66;3.0
22;72.08;1.873;72.08;1.0
21;52.3;1.872;156.98;1.4
22;289.71;1.871;289.71;1.0
24;35.82;1.87;55.08;1.63
25;92.87;1.868;99.84;1.04
20;246.09;1.866;246.09;1.02
23;109.52;1.864;577.19;1.12
26;62.53;1.863;71.51;1.28
24;121.73;1.861;121.73;1.0
22;233.07;1.863;288.4;2.5
21;27.72;1.863;63.23;1.81
24;-9.71;1.862;200.58;1.79
23;-41.12;1.865;47.77;3.0
23;-78.47;1.866;385.74;2.28
22;20.94;1.868;85.18;2.77
22;58.54;1.869;88.05;2.26
22;-0.03;1.871;88.09;3.0
22;124.58;1.869;124.58;1.02
23;206.17;1.868;224.48;1.23
23;-184.58;1.869;275.14;2.47
22;-80.07;1.872;131.67;3.0
21;176.58;1.87;185.93;1.27
25;80.59;1.869;80.59;1.0
23;-93.28;1.871;58.97;3.0
23;111.58;1.87;285.11;1.32
21;-95.42;1.871;260.38;2.64
23;-59.82;1.874;39.43;3.0
24;76.85;1.872;78.47;1.08
25;105.38;1.871;144.85;1.43
26;-86.92;1.873;75.22;3.0
25;-946.93;1.876;453.31;3.0
23;48.08;1.875;166.12;1.27
21;-21.12;1.877;43.21;3.0
21;-35.46;1.879;47.0;3.0
23;12.66;1.879;50.89;1.63
22;70.05;1.877;70.05;1.0
22;65.37;1.876;78.92;1.71
24;95.38;1.875;101.4;1.05
24;48.77;1.875;95.31;1.97
25;-89.78;1.877;86.87;3.0
23;132.03;1.876;132.88;1.07
21;145.57;1.874;147.27;1.06
23;90.8;1.874;104.59;1.78
23;11.31;1.873;242.91;1.21
23;74.18;1.872;96.44;1.73
21;-30.32;1.875;73.83;3.0
23;27.86;1.874;62.33;1.71
23;112.74;1.873;124.68;1.15
20;122.13;1.871;122.13;1.03
22;149.73;1.87;168.65;1.6
24;-74.87;1.872;320.82;2.63
22;80.76;1.87;80.76;1.0
23;-411.78;1.872;500.25;3.0
24;-43.93;1.875;54.2;3.0
22;245.81;1.873;276.79;1.09
22;413.08;1.872;436.79;1.07
23;176.25;1.871;187.05;1.51
22;321.41;1.869;321.41;1.07
21;60.24;1.869;176.13;1.56
23;-108.44;1.871;116.55;3.0
22;85.37;1.872;114.77;2.47
22;271.71;1.871;277.59;1.16
23;130.78;1.869;130.78;1.04
21;-2.42;1.871;74.2;2.6
25;-109.17;1.873;134.73;3.0
25;-106.04;1.875;158.46;3.0
24;36.61;1.874;114.38;1.12
26;201.97;1.875;263.76;2.67
25;-10.92;1.877;66.11;3.0
21;96.55;1.876;98.65;1.08
22;79.57;1.874;81.33;1.05
22;42.09;1.873;42.09;1.02
24;48.31;1.872;78.74;1.29
25;2.28;1.873;184.51;2.73
23;-119.16;1.875;204.9;3.0
23;12.23;1.877;72.71;3.0
22;75.11;1.876;91.3;1.23
21;-185.36;1.878;257.68;3.0
21;79.94;1.877;79.94;1.03
23;-81.4;1.879;173.47;3.0
21;47.17;1.877;57.67;1.11
21;-128.79;1.878;178.25;2.24
22;82.42;1.877;161.42;1.2
24;162.59;1.876;170.93;1.33
25;2.61;1.875;140.38;1.59
21;-10.36;1.875;47.02;2.08
22;190.2;1.874;190.95;1.05
21;110.77;1.873;121.21;1.13
23;-68.31;1.874;146.34;2.61
23;152.78;1.872;155.17;1.06
22;53.21;1.871;53.21;1.03
23;111.48;1.869;111.48;1.0
22;113.33;1.868;132.1;1.26
21;336.09;1.867;336.09;1.0
25;112.82;1.865;112.82;1.01
25;-25.42;1.867;72.91;3.0
22;44.65;1.866;44.65;1.0
22;35.1;1.864;40.79;1.2
21;228.7;1.865;269.58;2.12
23;-37.35;1.867;84.04;3.0
23;137.94;1.865;137.94;1.04
23;126.5;1.864;136.9;1.25
23;-28.96;1.864;153.65;1.67
23;-77.42;1.866;100.46;3.0
24;44.62;1.867;68.89;2.28
25;-0.66;1.868;51.33;2.38
23;69.64;1.866;70.53;1.01
24;75.42;1.865;108.45;1.24
27;-22.99;1.867;61.02;3.0
25;42.25;1.869;132.19;3.0
24;28.29;1.868;48.4;1.42
26;97.06;1.867;187.9;1.24
23;11.28;1.869;67.92;3.0
26;212.68;1.868;254.14;1.62
25;51.28;1.867;76.95;1.35
24;113.03;1.866;113.94;1.05
22;45.49;1.865;52.34;1.28
24;-237.27;1.867;72.24;3.0
22;-117.93;1.869;65.51;3.0
24;57.75;1.868;61.53;1.28
25;48.59;1.867;95.47;1.2
22;128.89;1.865;128.89;1.0
23;227.39;1.864;269.23;1.33
26;150.49;1.863;156.44;1.21
20;41.63;1.863;80.38;1.55
25;13.68;1.863;63.77;1.68
22;-1134.67;1.865;312.55;3.0
25;171.34;1.863;176.0;1.08
23;73.74;1.862;75.26;1.02
22;62.02;1.86;62.02;1.0
21;10.76;1.86;91.93;1.68
23;5.92;1.862;151.06;2.75
23;36.55;1.86;98.46;1.05
24;465.2;1.859;466.07;1.09
20;23.9;1.859;53.13;1.71
22;197.59;1.858;219.52;1.22
24;60.6;1.857;80.23;1.36
22;56.95;1.855;57.69;1.03
21;16.7;1.857;95.26;2.61
22;176.1;1.855;176.1;1.0
22;47.97;1.854;63.49;1.1
23;63.11;1.852;63.11;1.0
22;31.24;1.851;38.36;1.17
22;-112.46;1.853;105.92;3.0
22;412.34;1.852;417.59;1.06
24;534.17;1.851;534.17;1.04
21;25.47;1.851;129.55;2.43
24;63.92;1.851;80.41;1.29
22;-129.45;1.852;157.76;3.0
21;-40.59;1.854;99.7;3.0
22;30.09;1.854;42.27;1.35
23;27.78;1.854;80.89;2.32
21;44.66;1.853;44.66;1.03
23;81.61;1.852;87.21;1.09
25;484.44;1.851;539.63;1.33
24;-200.59;1.853;244.33;3.0
23;505.65;1.851;505.65;1.09
25;19.77;1.853;90.77;2.82
24;681.21;1.852;738.7;1.08
22;-88.56;1.854;117.85;3.0
20;305.2;1.852;305.2;1.06
21;-152.33;1.854;95.23;3.0
20;172.8;1.853;172.8;1.0
24;441.4;1.851;441.4;1.0
23;-9.43;1.853;58.03;2.79
24;-38.92;1.855;58.71;3.0
22;-23.12;1.857;77.85;3.0
24;106.11;1.857;193.61;1.84
23;-143.5;1.859;202.27;3.0
25;226.23;1.857;237.38;1.1
23;329.32;1.856;333.71;1.34
21;315.77;1.856;378.26;1.57
23;76.55;1.855;99.58;1.19
25;-63.25;1.857;48.49;3.0
22;178.41;1.856;182.86;1.14
24;108.39;1.855;113.07;1.27
22;57.63;1.853;60.61;1.1
25;46.54;1.853;65.73;1.64
21;74.43;1.852;235.26;1.04
22;50.82;1.851;88.49;1.16
22;435.89;1.849;435.89;1.04
23;87.59;1.848;117.47;1.24
25;81.22;1.849;112.09;2.06
25;-28.27;1.85;114.83;3.0
23;100.65;1.85;116.87;1.28
25;83.76;1.848;83.76;1.01
22;47.06;1.847;51.56;1.14
24;53.8;1.846;105.14;1.42
20;-48.12;1.848;95.1;3.0
20;13.34;1.848;30.4;1.56
24;-29.77;1.85;51.81;3.0
23;-419.93;1.851;229.51;3.0
24;7.42;1.853;80.3;2.81
25;92.43;1.852;92.43;1.02
22;69.35;1.851;75.59;1.2
25;-137.15;1.852;137.75;3.0
23;208.13;1.851;220.55;1.1
22;400.73;1.85;414.86;1.32
23;-79.76;1.852;164.4;3.0
21;36.83;1.851;62.75;1.16
23;67.98;1.85;88.68;1.2
23;-66.99;1.852;61.46;3.0
26;110.55;1.851;112.58;1.04
24;62.02;1.849;62.02;1.05
20;-8.77;1.851;51.97;3.0
20;-11.23;1.852;69.73;2.42
25;44.78;1.852;65.01;1.99
21;43.89;1.851;43.89;1.01
24;88.95;1.85;89.85;1.03
23;-80.55;1.851;51.5;3.0
21;80.76;1.85;83.84;1.15
23;60.46;1.849;70.72;1.18
21;-103.31;1.851;219.14;3.0
24;-110.69;1.853;62.76;3.0
24;53.59;1.851;53.59;1.0
21;-27.27;1.853;53.04;2.77
22;54.12;1.852;54.12;1.07
21;87.62;1.85;89.24;1.03
25;21.22;1.85;80.15;1.59
23;40.06;1.85;103.36;2.14
24;35.05;1.851;66.4;1.99
24;36.26;1.85;62.87;1.26
23;-27.85;1.852;51.9;3.0
25;552.47;1.851;592.24;1.47
22;134.59;1.85;134.59;1.0
24;50.16;1.849;71.99;1.29
23;43.76;1.848;44.76;1.05
23;25.22;1.848;89.11;1.94
26;73.17;1.847;93.09;1.14
23;459.18;1.846;459.18;1.01
24;-712.75;1.847;286.35;3.0
23;59.12;1.847;68.29;1.84
18;36.62;1.846;37.97;1.04
23;174.15;1.846;248.33;1.69
23;209.03;1.845;236.17;1.16
23;366.84;1.844;401.26;1.22
24;432.0;1.843;432.0;1.0
22;-1.57;1.843;57.2;1.94
22;300.85;1.843;392.2;2.04
21;14.64;1.843;32.83;1.6
24;225.54;1.841;225.54;1.0
25;132.61;1.84;133.15;1.03
23;-145.07;1.842;101.86;3.0
21;70.18;1.841;80.31;1.47
25;-114.29;1.843;105.13;3.0
21;13.81;1.843;116.72;1.91
23;70.59;1.842;70.59;1.0
23;230.86;1.841;245.63;1.2
21;103.69;1.84;104.56;1.08
25;50.61;1.839;57.93;1.41
22;-10680.14;1.841;379.72;3.0
25;26.72;1.84;62.2;1.5
22;-209.9;1.842;255.74;3.0
21;47.28;1.841;61.77;1.23
25;39.53;1.84;79.35;1.18
22;301.56;1.84;347.94;1.48
25;114.18;1.839;114.18;1.0
21;-19.56;1.838;237.0;1.52
26;32.82;1.837;49.66;1.43
25;-38.66;1.839;69.8;3.0
21;372.56;1.838;372.56;1.0
22;171.97;1.837;171.97;1.01
23;-56.3;1.837;123.15;2.26
22;-164.03;1.838;363.85;2.28
23;63.24;1.837;80.24;1.2
25;367.04;1.836;402.5;1.15
20;31.19;1.835;36.71;1.32
23;13.21;1.836;53.14;2.13
24;46.62;1.835;64.9;1.15
24;41.04;1.834;43.96;1.03
22;209.56;1.832;209.56;1.0
21;57.28;1.831;59.1;1.04
26;127.52;1.83;146.13;1.08
22;-143.13;1.831;268.71;2.21
24;-723.66;1.832;403.99;3.0
24;72.76;1.831;72.76;1.02
23;4.06;1.831;64.71;1.93
21;140.92;1.83;146.21;1.13
22;60.02;1.829;60.02;1.0
25;-47.15;1.829;542.67;1.58
22;-73.35;1.83;99.69;2.92
24;53.72;1.829;74.66;1.06
24;102.63;1.828;102.63;1.0
23;75.33;1.827;83.03;1.18
22;41.74;1.826;236.7;1.08
23;103.2;1.825;108.33;1.07
20;122.42;1.825;509.34;1.77
21;-62.65;1.827;48.81;3.0
24;-60.6;1.828;101.08;3.0
22;37.18;1.828;39.55;1.14
24;43.49;1.827;135.52;1.47
24;-858.72;1.829;175.64;3.0
23;-169.9;1.83;159.54;3.0
23;41.56;1.83;45.41;1.47
24;44.01;1.829;44.71;1.04
23;77.43;1.3;83.58;1.27
22;95.54;1.2;98.62;1.05
23;-71.67;1.8;72.56;3.0
25;481.53;1.6;481.53;1.01
23;353.65;1.56;363.17;1.35
25;-717.95;1.8;238.65;3.0
25;55.32;1.714;76.21;1.23
23;-252.4;1.875;411.05;3.0
24;408.6;1.778;409.61;1.02
23;174.9;1.72;212.4;1.18
24;117.52;1.655;117.52;1.01
24;103.88;1.642;127.62;1.54
21;137.74;1.631;218.5;1.54
24;-273.46;1.729;164.14;3.0
26;185.25;1.68;185.25;1.0
21;-81.95;1.763;74.33;3.0
23;67.03;1.729;79.82;1.17
25;458.49;1.689;458.49;1.0
22;92.53;1.658;111.67;1.09
25;92.67;1.625;94.61;1.03
23;-9.8;1.69;49.62;3.0
25;312.66;1.677;586.63;1.39
24;150.68;1.661;238.99;1.34
24;107.98;1.633;110.85;1.04
21;-138.58;1.688;245.91;3.0
21;435.4;1.685;452.94;1.58
22;170.95;1.733;363.85;3.0
22;66.17;1.725;117.45;1.46
21;425.77;1.7;425.77;1.0
22;22.76;1.733;102.69;2.71
24;98.04;1.726;117.04;1.51
22;-62.23;1.766;74.74;3.0
24;13.34;1.77;381.23;1.86
21;-1.74;1.782;60.17;2.24
25;3.14;1.777;254.12;1.56
22;-84.95;1.811;88.08;3.0
22;429.93;1.789;430.46;1.04
22;28.73;1.774;38.67;1.2
23;211.76;1.762;227.97;1.33
21;59.26;1.77;109.68;2.13
21;65.41;1.756;76.48;1.25
22;-23.33;1.776;121.53;2.61
24;84.28;1.758;85.28;1.04
24;-11.81;1.775;301.12;2.45
21;7.33;1.78;60.94;2.01
25;453.35;1.765;462.35;1.06
25;-111.12;1.791;170.4;3.0
23;32.06;1.796;81.9;1.98
24;-78.76;1.82;213.14;3.0
21;129.67;1.806;131.1;1.07
21;235.53;1.0;235.53;1.0
21;44.83;1.0;47.16;1.03
25;-151.65;3.0;106.64;3.0
17;-3.88;2.45;48.77;1.87
20;73.33;1.967;73.33;1.0
21;257.92;1.725;259.58;1.04
25;42.51;1.66;82.81;1.43
21;-14.99;1.883;136.16;3.0
19;45.79;1.843;64.7;1.59
20;27.0;1.913;55.88;2.36
17;64.74;1.856;68.81;1.36
20;26.18;1.83;38.58;1.63
20;44.5;1.764;47.35;1.05
20;101.65;1.7;103.57;1.03
23;-78.57;1.8;192.18;3.0
23;-794.44;1.886;233.81;3.0
24;47.65;1.833;53.09;1.09
20;-53.6;1.862;456.11;2.26
17;25.05;1.829;31.42;1.28
20;-73.56;1.85;129.42;2.23
23;261.62;1.811;272.35;1.06
22;-88.19;1.87;54.76;3.0
19;43.72;1.862;59.45;1.66
22;35.85;1.859;52.38;1.77
18;530.87;1.822;531.65;1.02
16;2.27;1.846;23.36;2.38
19;-47.58;1.876;113.94;2.56
21;57.34;1.862;68.49;1.51
24;-71.94;1.904;223.66;3.0
16;-66.59;1.943;93.69;3.0
20;187.15;1.91;187.15;1.0
16;4.86;1.943;95.81;2.92
19;-50.54;1.977;67.05;3.0
24;54.01;1.975;77.37;1.85
22;75.89;1.945;75.89;1.01
24;34.0;1.932;54.82;1.52
24;-159.09;1.963;124.9;3.0
23;46.77;1.975;109.84;2.37
17;36.51;1.949;47.69;1.04
16;179.37;1.976;232.07;3.0
22;136.69;1.964;144.45;1.47
20;-32.94;1.99;47.94;3.0
18;-16.75;2.015;32.23;3.0
25;-1.1;2.017;51.44;2.09
20;-9.35;2.028;78.33;2.5
19;24.92;2.007;33.04;1.12
24;111.05;1.984;111.05;1.03
23;11.07;1.989;62.53;2.18
25;-408.11;2.011;484.58;3.0
19;116.62;1.996;127.58;1.27
16;50.71;1.976;50.71;1.01
24;20.52;1.974;66.78;1.94
22;195.9;1.955;206.7;1.03
23;29.6;1.973;53.95;2.91
21;-29.62;1.992;69.98;3.0
25;240.35;1.974;240.35;1.0
24;-60.65;1.993;64.81;3.0
18;147.41;1.977;150.48;1.05
21;-27.08;1.986;134.86;2.52
21;52.57;1.974;66.22;1.33
19;53.93;1.958;53.93;1.01
22;2.66;1.975;173.41;3.0
19;-82.9;1.992;70.07;3.0
19;-2.68;1.997;69.1;2.27
20;62.58;1.981;62.58;1.0
26;-687.76;1.997;426.38;3.0
17;51.77;1.986;51.77;1.32
17;-73.73;1.997;92.15;2.68
21;8.45;1.994;43.73;1.78
24;233.32;1.981;238.15;1.14
17;40.21;1.968;154.4;1.13
21;67.64;1.954;68.4;1.01
18;-128.51;1.969;677.35;3.0
24;158.28;1.983;276.51;3.0
24;-13.23;1.993;62.58;2.69
21;-56.63;2.007;100.94;3.0
18;19.56;2.005;52.0;1.86
18;503.65;1.992;503.65;1.0
16;25.14;1.981;34.69;1.1
17;53.32;1.977;212.08;1.7
17;-45.36;1.99;58.9;3.0
25;62.69;1.982;109.45;1.35
25;58.2;1.98;79.97;1.77
25;114.99;1.968;114.99;1.0
21;273.43;1.957;273.43;1.02
23;-4.62;1.952;46.47;1.58
21;29.94;1.96;83.44;2.6
20;-146.23;1.972;175.0;3.0
23;46.81;1.962;51.73;1.08
19;-9.24;1.974;94.0;3.0
17;-92.4;1.985;120.06;3.0
17;-31.68;1.997;145.45;3.0
22;22.26;1.992;61.8;1.62
21;-61.2;2.003;216.95;3.0
23;-95.26;2.014;63.19;3.0
22;297.35;2.003;306.25;1.03
21;96.22;1.993;96.22;1.02
23;-20.95;2.003;117.55;3.0
16;11.71;2.001;29.64;1.78
21;44.48;1.992;45.17;1.06
18;268.63;1.982;268.63;1.0
21;58.33;1.973;60.98;1.05
18;163.93;1.965;167.06;1.22
22;334.47;1.956;334.47;1.0
20;-114.13;1.966;115.18;3.0
18;57.68;1.96;72.69;1.26
17;80.0;1.952;88.99;1.18
18;60.02;1.962;120.18;2.97
22;259.07;1.957;466.79;1.44
18;383.5;1.948;383.5;1.04
22;53.79;1.939;53.79;1.03
18;113.26;1.932;121.43;1.14
21;-90.61;1.941;41.48;3.0
16;53.08;1.933;53.08;1.0
17;90.27;1.926;90.27;1.09
22;11.02;1.925;112.34;1.86
22;86.61;1.919;90.72;1.22
19;48.95;1.912;49.5;1.08
22;-19.66;1.921;45.04;3.0
24;178.93;1.914;178.93;1.0
18;-24.18;1.923;36.74;3.0
23;-237.51;1.932;371.2;3.0
23;7.19;1.939;94.07;2.82
20;337.8;1.931;337.8;1.04
17;63.31;1.929;80.72;1.68
23;108.5;1.926;156.05;1.54
19;36.51;1.92;67.91;1.19
18;17.92;1.913;27.4;1.07
21;45.02;1.906;45.02;1.01
17;38.55;1.899;39.76;1.02
17;-85.79;1.908;145.41;3.0
24;757.56;1.902;760.55;1.08
21;-183.26;1.904;277.39;2.21
17;418.15;1.898;418.15;1.08
24;-78.16;1.906;69.31;3.0
16;11.52;1.911;100.44;2.6
24;732.37;1.905;734.92;1.07
22;51.81;1.901;90.96;1.42
16;-11.09;1.907;95.73;2.71
24;168.83;1.901;169.84;1.08
21;242.74;1.895;242.74;1.0
25;-299.42;1.903;470.93;3.0
21;150.26;1.897;172.32;1.05
16;18.87;1.892;28.03;1.15
20;-152.05;1.899;64.12;3.0
25;45.78;1.894;60.62;1.11
16;36.94;1.888;36.94;1.02
26;-112.0;1.895;92.38;3.0
25;134.26;1.893;165.03;1.53
23;-136.61;1.9;278.69;3.0
22;442.85;1.895;443.6;1.05
18;357.76;1.889;357.76;1.01
17;-29.29;1.896;31.38;3.0
18;87.68;1.891;178.22;1.23
18;87.36;1.886;91.78;1.01
16;-39.37;1.893;77.55;3.0
24;37.0;1.892;111.38;1.82
23;-188.2;1.899;177.01;3.0
19;62.66;1.894;62.66;1.03
18;-169.9;1.901;89.56;3.0
25;132.98;1.898;164.99;1.46
21;-118.19;1.905;55.07;3.0
24;475.5;1.901;485.72;1.2
21;26.99;1.9;37.93;1.79
21;118.17;1.894;118.17;1.0
17;52.38;1.891;60.82;1.35
26;185.99;1.886;185.99;1.03
24;85.57;1.881;91.36;1.07
21;-45.67;1.888;48.84;3.0
22;-172.15;1.895;127.58;3.0
19;42.89;1.892;101.1;1.37
22;-15.31;1.896;68.71;2.71
19;32.11;1.893;41.32;1.26
18;75.37;1.888;78.2;1.07
21;-35.71;1.895;128.47;3.0
20;71.7;1.891;85.85;1.26
23;44.51;1.886;44.51;1.02
25;265.01;1.886;394.13;1.79
20;163.32;1.881;163.32;1.03
23;104.81;1.876;104.81;1.0
19;31.16;1.872;31.86;1.15
24;-74.86;1.878;66.82;3.0
22;89.57;1.873;89.57;1.02
21;114.4;1.868;114.4;1.02
25;199.97;1.864;201.06;1.05
20;91.22;1.859;94.39;1.04
24;324.12;1.861;431.77;2.14
18;18.24;1.86;31.72;1.69
22;54.26;1.859;76.69;1.7
20;72.07;1.857;187.04;1.56
19;264.72;1.856;393.36;1.64
18;64.74;1.854;71.2;1.47
22;-514.15;1.86;298.33;3.0
25;103.13;1.856;104.83;1.07
23;39.59;1.857;66.2;1.97
23;139.96;1.854;202.84;1.22
22;86.47;1.849;96.77;1.04
19;95.55;1.847;130.86;1.51
17;-339.44;3.0;183.82;3.0
19;132.31;2.9;236.31;2.82
23;303.31;2.767;424.37;2.51
20;54.92;2.325;56.98;1.03
22;47.42;2.14;77.96;1.37
17;5.51;2.283;76.77;2.95
22;470.51;2.114;473.64;1.09
25;86.88;2.013;101.75;1.3
17;61.43;1.911;63.06;1.06
22;-662.62;2.02;258.74;3.0
22;-63.26;2.109;115.52;3.0
22;-716.61;2.183;84.81;3.0
22;326.86;2.092;326.86;1.0
21;0.24;2.107;97.19;2.29
18;30.9;2.093;74.64;1.93
16;16.77;2.069;108.0;1.7
21;-85.41;2.124;58.4;3.0
24;99.25;2.072;106.52;1.24
22;102.39;2.021;105.08;1.08
17;-153.07;2.07;129.2;3.0
22;43.82;2.076;89.5;2.22
21;54.51;2.036;56.17;1.17
25;357.24;1.991;358.03;1.03
17;67.66;1.954;68.31;1.08
20;68.5;1.944;98.54;1.72
20;306.43;1.908;310.84;1.04
18;52.55;1.874;52.55;1.0
24;-219.77;1.914;150.45;3.0
18;168.16;1.886;181.85;1.09
20;140.34;1.857;140.34;1.0
21;224.39;1.842;231.15;1.43
22;-126.58;1.878;133.4;3.0
20;25.26;1.858;47.03;1.25
22;-210.07;3.0;115.29;3.0
22;6.0;2.7;50.25;2.39
22;-290.75;2.8;131.13;3.0
23;1.56;2.6;170.3;2.03
22;76.5;2.68;134.76;3.0
22;7.52;2.483;133.48;1.53
17;190.15;2.3;195.48;1.25
21;50.03;2.138;50.03;1.03
16;35.24;2.022;35.81;1.08
19;-28.42;2.02;124.6;1.99
23;-34.06;2.109;56.98;2.97
21;145.01;2.025;145.88;1.06
17;11.29;2.038;32.4;2.17
18;-121.01;2.107;207.92;3.0
23;-111.87;3.0;133.06;3.0
24;291.54;2.0;291.54;1.04
20;-38.76;2.333;44.38;3.0
20;84.38;2.1;239.85;1.43
16;-11.38;2.14;51.18;2.33
18;71.3;1.95;71.3;1.02
26;202.46;1.9;214.63;1.56
21;-911.54;2.038;508.14;3.0
23;-24.13;2.033;251.73;2.01
22;123.61;1.93;123.61;1.0
16;42.54;1.882;238.17;1.38
